text,segment,intent,speaker
Fine. I will place your order for the medium Specialty Pacific Veggie pizza with extra tomatoes and onions.,extra tomatoes,pizza_ordering.preference.accept,ASSISTANT
"let me repeat your order: 3 small thick crust pizzas. on the first: veggie lovers with extra cheese. the second: canadian bacon, pepperoni and sausage. on the third, pepperoni, onions, olives, bell peppers and extra cheese. is this correct?",small,pizza_ordering.size.pizza.accept,ASSISTANT
"4 small pizzas, all cheese lovers with gluten free crust.",small,pizza_ordering.size.pizza.accept,ASSISTANT
Ok I guess I'll go with jalapenos,jalapenos,pizza_ordering.type.topping.accept,USER
And to confirm I have a pepperoni and pineapple pizza?,pepperoni and pineapple pizza,pizza_ordering.name.pizza.accept,ASSISTANT
Okay then. Your pizza order is complete. Have a great day!,Your pizza order is complete.,pizza_ordering.pizza_order.accept,ASSISTANT
Ok. Your large hand tossed pepperoni and black olive and your medium hand tossed meat lovers will be ready to pick up in 25 minutes. Do you want to pay for that now with your credit card m,large,pizza_ordering.size.pizza.accept,ASSISTANT
Then do some mushrooms and a little of Sausage.,mushrooms,pizza_ordering.type.topping.accept,USER
"got it. so you'd like to order 2 large pizzas, 1 with pepperoni and mushroom, and the 2nd with bbq chicken, both with gluten free crust.",gluten free crust,pizza_ordering.type.crust.accept,ASSISTANT
Ok. The half regular half spicy sauce with anchovies and olives has been added to the order.,regular,pizza_ordering.preference.accept,ASSISTANT
"So you want 1 deep dish gluten free pizza with spinach, tomato, and feta cheese?",deep dish gluten free pizza,pizza_ordering.name.pizza.accept,ASSISTANT
"Ok, to confirm, you have ordered a large pizza with hand-tossed crust with pepperoni, ham, and pineapples. Is that correct?",ham,pizza_ordering.type.topping.accept,ASSISTANT
"On a supreme, I believe there are sausage, pepperoni, mushrooms, olives, peppers, and onions",supreme,pizza_ordering.name.pizza.accept,ASSISTANT
"SO I have 3 small pizzas with extra cheese, one chicken bbq, one meatlovers, and one chicken bacon ranch. IS that correct?",small,pizza_ordering.size.pizza.accept,ASSISTANT
"You large, white-garlic sauce, BBQ chicken, pineapple, banana pepper pizza will be ready in 30 minutes. They'll have it at the counter.",banana pepper pizza,pizza_ordering.name.pizza.accept,ASSISTANT
"Mushrooms , peppers, onions, and bacon with sausage.",sausage,pizza_ordering.type.topping.accept,USER
"Can I have a super pepperoni pizza, large, thin crust with extra mozzarella cheese?",large,pizza_ordering.size.pizza.accept,USER
"ok, you are ordering 4 thick crust pizzas, 1 cheese, 1 pepperoni, 1 hawaiin, and 1 chicken bacon ranch, is that correct?",pepperoni,pizza_ordering.type.topping.accept,ASSISTANT
you're all set. Your pizzas will be ready for pickup soon at Bella Luna's.,Bella Luna's,pizza_ordering.name.store.accept,ASSISTANT
Ok. Your order for one large pepperoni pizza with extra sauce and cheese has been placed.,extra sauce,pizza_ordering.preference.accept,ASSISTANT
I would like to order from Bella Luna.,Bella Luna,pizza_ordering.name.store.accept,USER
We are all out of black olives,black olives,pizza_ordering.type.topping.reject,ASSISTANT
"ok so 3 large pizzas. a meatlovers, a taco pizza and a premium pizza with extra cheese, correct?",meatlovers,pizza_ordering.name.pizza.accept,ASSISTANT
"I'm sorry, they do not offer stuffed crust pizza. Would you like a different type of crust?",stuffed crust,pizza_ordering.type.crust.reject,ASSISTANT
"Ok, a medium pizza with onions and peppers on half?",medium,pizza_ordering.size.pizza.accept,ASSISTANT
"ok so 3 small pizzas. Cheese, bacon and pineapple with extra cheese on the first one. On the second one chicken and mushrooms tomatoes and green olives, light on the sauce and cheese, with cheddar. on the third pizza, double pepperoni and crushed pepper. Thin crust on all three. Is this correct?",crushed pepper,pizza_ordering.type.topping.accept,ASSISTANT
"So I have 4 large gluten free pizzas, a chicken bbq with bacon, double olives, green pepper,and mushrooms. Triple Cheese, no meat, green peppers and mushrooms, tomatoes, black olives, and spinach for the second one. The third one has Light cheese and extra sauce, it's a meatlovers with double pepperoni, and finally, a double mozzerella, provolone, and double feta pizza. Is that all?",green peppers and mushrooms,pizza_ordering.type.topping.accept,ASSISTANT
It looks like they are out of black olives. Would you like to get a different topping?,black olives,pizza_ordering.type.topping.reject,ASSISTANT
"Chicken, sun dried tomatoes, capers, cheddar cheese, and feta cheese.",Chicken,pizza_ordering.type.topping.accept,USER
"Okay, that's a large gluten free mushroom and green olive pizza with maranera sauce. Your total is $17.86. Would you like to charge this to your account?",maranera sauce,pizza_ordering.preference.accept,ASSISTANT
"so: 4 small, thin crust pizzas. one chicken bbq, the other three with pepperoni, bacon, mushroom and extra cheese. correct?",pepperoni,pizza_ordering.type.topping.accept,ASSISTANT
"A cheese pizza with all natural flour for our dough (absolutely no ... Campfire. smoked sausage, sweet onion marmalade, gorgonzola & fresh rosemary",Campfire. smoked sausage,pizza_ordering.type.topping.accept,ASSISTANT
"Sure, I have an extra large BBQ pizza with thin crust and bacon instead of chicken from Ciao Bella.",BBQ pizza,pizza_ordering.name.pizza.accept,ASSISTANT
"Hi, look at the place and order for some pizzas from Bella Luna. Could you help me?",Bella Luna,pizza_ordering.name.store.accept,USER
"you want 2 small pizzas, both meat lovers with extra cheese and thick crust.",thick crust,pizza_ordering.type.crust.accept,ASSISTANT
"sure, so that's an extra large carnalicious with ground beef instead of meatball on a crispy crust, correct?",meatball,pizza_ordering.type.topping.reject,ASSISTANT
"Yes, make sure they are gluten free crust.",gluten free crust,pizza_ordering.type.crust.accept,USER
"Okay, Steven. I have one large Linguica pizza, one large pepperoni pizza, and a side of Jalapeno Poppers. Is that correct?",large,pizza_ordering.size.pizza.accept,ASSISTANT
give me one moment while I send your order to Bella Luna.,Bella Luna,pizza_ordering.name.store.accept,ASSISTANT
"ok, you are ordering 4 medium thick crust pizzas, 1 veggie lovers, 1 4 cheese pizza, 1 hawaiin, and 1 black olives and pineapple pizza, is that correct?",black olives and pineapple pizza,pizza_ordering.name.pizza.accept,ASSISTANT
"so that's 4 medium thick crust pizzas 2 pepperoni and bacon, one hawaiian and one veggie pizza for a total of $30.44.",veggie pizza,pizza_ordering.name.pizza.accept,ASSISTANT
"For that one, let's make it a meat lover's pizza.",meat lover's pizza,pizza_ordering.name.pizza.accept,USER
"Yeah, I'm craving Round Table.",Round Table,pizza_ordering.name.store.accept,USER
"Yes, I'll add ranch.",ranch,pizza_ordering.preference.accept,ASSISTANT
"You want a Quattro stagioni with eggplant instead of olives and add green peppers with the mushrooms With salt pepper and oregano, from the Patterson bertuccis on park place. Would you like me to order?",Quattro stagioni,pizza_ordering.name.pizza.accept,ASSISTANT
"Ok , to confirm I will order one family sized Lua pizza with extra onion and bacons and charge the card on file?",onion,pizza_ordering.type.topping.accept,ASSISTANT
"So, we have a large regular pizza with pepperoni, mushrooms and extra cheese with a two liter bottle of Diet Coke. Have I got that right?",pepperoni,pizza_ordering.type.topping.accept,ASSISTANT
"you got it. the order you want is for 4 small thick crust pizzas, 1 meat lovers, 1 supreme, 1 with ground beef, onions and bacon, 1 cheese pizza.",thick crust,pizza_ordering.type.crust.accept,ASSISTANT
Tomato is fine.,Tomato,pizza_ordering.preference.accept,USER
they do not have spinach available. Any other topping?,spinach,pizza_ordering.type.topping.reject,ASSISTANT
Lets go with Five Star Pizza,Five Star Pizza,pizza_ordering.name.store.accept,USER
"ok so 3 large pizzas. a meatlovers, a taco pizza and a premium pizza with extra cheese, correct?",large,pizza_ordering.size.pizza.accept,ASSISTANT
"Chicken added to that, please.",Chicken,pizza_ordering.preference.accept,USER
"Bad news, they're out of Ham is there another topping you'd rather have?",Ham,pizza_ordering.type.topping.reject,ASSISTANT
"I have one large extra cheese pizza with sweet tomato sauce, a large extra cheese, ham, pineapple, black olives pizza with parmesan sauce, and one large pizza with extra cheese, pineapple, black olives, spinach, with parmesan sauce, a cookie pizza, and a 2 liter of root beer. Is that correct?",parmesan sauce,pizza_ordering.preference.accept,ASSISTANT
So that's 2 small italian garden pizzas and two small classics with extra cheese right?,classics,pizza_ordering.name.pizza.accept,ASSISTANT
"Yeah, sure, lets do Sal's Pizza, it'll be great!",Sal's Pizza,pizza_ordering.name.store.accept,USER
"I’ll put the order in. Oh oh, It looks like this location is out of garlic butter sauce. Did you want to change the crust to toasted parmesan?",garlic butter,pizza_ordering.type.crust.reject,ASSISTANT
"All right. Unfortunately, we are out of sausage",sausage,pizza_ordering.type.topping.reject,ASSISTANT
"Okay so along with my ham and pineapple pizza I want a chocolate chip pizza, whatever, and give me those knot things.",ham,pizza_ordering.type.topping.accept,USER
Oh no...those dummys have run out of the pineapples!,pineapples,pizza_ordering.type.topping.reject,ASSISTANT
"ok, so you are ordering 4 large pizzas, one with butter sauce and cheese, 1 shrimp, 1 lobster, and 1 pepperoni, is that correct?",shrimp,pizza_ordering.type.topping.accept,ASSISTANT
Hi Jan. I am thinking of ordering pizza from Artichoke Pizza .,Artichoke Pizza,pizza_ordering.name.store.accept,USER
"I want a small thin crust pizza, with black olives and pepperoni only.",black olives,pizza_ordering.type.topping.reject,USER
"Okay, so to confirm, you want 3 small thin crust pizzas, one pineapple and two meat lovers?",one pineapple,pizza_ordering.name.pizza.accept,ASSISTANT
"o.k. i have a large deep pan with pepperoni and onions on half, and sausage and green peppers on the other. is that correct?",pepperoni,pizza_ordering.type.topping.accept,ASSISTANT
"Chicken, sun dried tomatoes, capers, cheddar cheese, and feta cheese.",feta cheese,pizza_ordering.type.topping.accept,USER
"Okay, that's a large BBQ chicken and bacon pizza, regular crust, $18.00 ready in 25 minutes. Address 2504 North Roosevelt Blvd, two blocks south of your hotel.",regular crust,pizza_ordering.type.crust.accept,ASSISTANT
"Okay so just to make sure, you want a large pan crust with pepperoni and olives for pickup?",pan crust,pizza_ordering.type.crust.accept,ASSISTANT
"1 with onion and sausage, 1 with spinach and mushroom, all with gluten free crust right?",gluten free crust,pizza_ordering.type.crust.accept,ASSISTANT
2 medium chicken bbq pizzas right?,medium,pizza_ordering.size.pizza.accept,ASSISTANT
$41.22 is the total. would you like me to place the order at Bella Luna for pick up?,Bella Luna,pizza_ordering.name.store.accept,ASSISTANT
The first topping is extra pepperoni.,extra pepperoni,pizza_ordering.type.topping.accept,USER
"ok. You want 4 small pizzas all with thin crust, 1 veggie lovers, 1 meat lovers, 1 with Sundried tomatoes and feta, 1 with artichoke hearts and bell peppers.",thin crust,pizza_ordering.type.crust.accept,ASSISTANT
"small thin crust pizza, with black olives and pepperoni only but with extra cheese.",black olives,pizza_ordering.type.topping.accept,ASSISTANT
Allright I don't want hawain then,hawain,pizza_ordering.name.pizza.reject,USER
Your order has been placed and will be ready in 25 minutes.,Your order has been placed,pizza_ordering.pizza_order.accept,ASSISTANT
"Hey, I'm wanting to get a pizza for dinner from Pizza Hut.",Pizza Hut,pizza_ordering.name.store.accept,USER
"Got it. OK, the order is placed. It should be delivered in about 25 minutes. They'll text you the receipt.","Got it. OK, the order is placed",pizza_ordering.pizza_order.accept,ASSISTANT
"so the last one is extra cheese, sausage, pepperoni, and Sun dried tomatoes and bananas.",sausage,pizza_ordering.type.topping.accept,ASSISTANT
Dominoes.,Dominoes,pizza_ordering.name.store.accept,ASSISTANT
"4 small pizzas, all on thin crust, 2 meatlovers, and 2 pepperoni.",thin crust,pizza_ordering.type.crust.accept,ASSISTANT
"Okay, so that's a large pan pizza with extra cheese, one half pepperoni and bacon, the other half ham and pineapple.",bacon,pizza_ordering.type.topping.accept,ASSISTANT
That's fine. I need three large pizzas.,large,pizza_ordering.size.pizza.accept,USER
"I'll take the Fresh Spinach Deep Dish, please.",Fresh Spinach Deep Dish,pizza_ordering.name.pizza.reject,USER
The order is complete. Pickup is in about 25 minutes.,The order is complete,pizza_ordering.pizza_order.accept,ASSISTANT
"ok, you are ordering 4 medium thin crust pizzas, 2 pepperoni, bacon, and ham, 1 buffalo chicken, 1 with onions, green peppers, and olives, is that correct?",buffalo chicken,pizza_ordering.type.topping.accept,ASSISTANT
"Just to confirm the order. So it will be 4 pepperoni pizzas and 2 cheese pizzas, right?",cheese pizzas,pizza_ordering.name.pizza.accept,ASSISTANT
